good_sentence,bad_sentence,suite,suite_broad,wang2021_id,item_id
他 想起 了 写 过 歌 的 同学 。,他 想起 了 写 过 歌 。,mobj_sub,Missing_Object,6,342
司机 启动 了 装有 音响 的 车 。,司机 启动 了 装有 音响 。,mobj_sub,Missing_Object,7,343
爸爸 买 了 有 家具 的 房子 。,爸爸 买 了 有 家具 。,mobj_sub,Missing_Object,8,344
他 损失 了 买 菜 的 现金 。,他 损失 了 买 菜 。,mobj_sub,Missing_Object,9,345
我 拜访 了 去 过 中国 的 邻居 。,我 拜访 了 去 过 中国 。,mobj_sub,Missing_Object,10,346
爷爷 中止 了 引发 争吵 的 谈话 。,爷爷 中止 了 引发 争吵 。,mobj_sub,Missing_Object,11,347
她 提到 了 看 电视 的 女儿 。,她 提到 了 看 电视 。,mobj_sub,Missing_Object,12,348
学生 们 写 着 有 题 的 作业 。,学生 们 写 着 有 题 。,mobj_sub,Missing_Object,13,349
医生 表扬 着 帮助 老人 的 孩子 。,医生 表扬 着 帮助 老人 。,mobj_sub,Missing_Object,14,350
她 介绍 着 生产 电视 的 工厂 。,她 介绍 着 生产 电视 。,mobj_sub,Missing_Object,15,351
我 洗 着 陪伴 过 母亲 的 衣服 。,我 洗 着 陪伴 过 母亲 。,mobj_sub,Missing_Object,16,352
店长 拿 着 能 打开 大门 的 钥匙 。,店长 拿 着 能 打开 大门 。,mobj_sub,Missing_Object,17,353
有人 听 着 打扰 了 邻居 的 音乐 。,有人 听 着 打扰 了 邻居 。,mobj_sub,Missing_Object,18,354
我 观察 着 有 商店 的 街道 。,我 观察 着 有 商店 。,mobj_sub,Missing_Object,19,355
学生 们 读 着 会 讲 故事 的 书 。,学生 们 读 着 会 讲 故事 。,mobj_sub,Missing_Object,20,356
他 放 着 飞翔 在 蓝天 的 风筝 。,他 放 着 飞翔 在 蓝天 。,mobj_sub,Missing_Object,21,357
老师 创办 过 教 英语 的 学校 。,老师 创办 过 教 英语 。,mobj_sub,Missing_Object,22,358
我 喜欢 过 给 我 信心 的 音乐 。,我 喜欢 过 给 我 信心 。,mobj_sub,Missing_Object,23,359
她 开 过 容纳 很多 人 的 车 。,她 开 过 容纳 很多 人 。,mobj_sub,Missing_Object,24,360
他 修理 过 丢失 了 芯片 的 电脑 。,他 修理 过 丢失 了 芯片 。,mobj_sub,Missing_Object,25,361
他 讲 过 有关 蛋糕 的 课 。,他 讲 过 有关 蛋糕 。,mobj_sub,Missing_Object,26,362
我 邀请 过 喜欢 游泳 的 朋友 。,我 邀请 过 喜欢 游泳 。,mobj_sub,Missing_Object,27,363
她 申请 过 减轻 她 负担 的 奖金 。,她 申请 过 减轻 她 负担 。,mobj_sub,Missing_Object,28,364
她 去 买 代表 好运 的 礼物 。,她 去 买 代表 好运 。,mobj_sub,Missing_Object,29,365
这 是 会 发出 声音 的 玩具 。,这 是 会 发出 声音 。,mobj_sub,Missing_Object,30,366
弟弟 需要 用于 游戏 的 钱 。,弟弟 需要 用于 游戏 。,mobj_sub,Missing_Object,31,367
他 很 欣赏 有 风格 的 作家 。,他 很 欣赏 有 风格 。,mobj_sub,Missing_Object,32,368
那里 有 吸引 人 的 表演 。,那里 有 吸引 人 。,mobj_sub,Missing_Object,33,369
我 经常 去 提供 服务 的 医院 。,我 经常 去 提供 服务 。,mobj_sub,Missing_Object,34,370
随着政府发展，经济变好了。,随着政府发展。,sd_none,Subordination,1,371
随着互联网的出现，生活质量提高了。,随着互联网的出现。,sd_none,Subordination,2,372
随着一阵响声，火车开动了。,随着一阵响声。,sd_none,Subordination,3,373
随着年龄增长，他更有自信了。,随着年龄增长。,sd_none,Subordination,4,374
随着冬天的到来，树木凋零了。,随着冬天的到来。,sd_none,Subordination,5,375
随着科技发展，电脑功能变得更多了。,随着科技发展。,sd_none,Subordination,6,376
自从见了他，她一直在写信。,自从见了他。,sd_none,Subordination,7,377
自从修了公路，农村经济变好了。,自从修了公路。,sd_none,Subordination,8,378
自从离开家乡，她一直想念父母。,自从离开家乡。,sd_none,Subordination,9,379
自从他开始读书，他的成绩提高了。,自从他开始读书。,sd_none,Subordination,10,380
自从他获得大奖，他不学习了。,自从他获得大奖。,sd_none,Subordination,11,381
自从她认识了老师，她努力训练。,自从她认识了老师。,sd_none,Subordination,12,382
自从她参与了活动，她认识了很多人。,自从她参与了活动。,sd_none,Subordination,13,383
自从她学习了外语，她看了很多电影。,自从她学习了外语。,sd_none,Subordination,14,384
因为喝了酒，他摔了。,因为喝了酒。,sd_none,Subordination,15,385
因为时间短，他结束了谈话。,因为时间短。,sd_none,Subordination,16,386
因为没有练习题目，他没有成功。,因为没有练习题目。,sd_none,Subordination,17,387
因为疾病，她拒绝了演出。,因为疾病。,sd_none,Subordination,18,388
因为听着音乐，她错过了闹钟。,因为听着音乐。,sd_none,Subordination,19,389
尽管天气冷，工人还在工作。,尽管天气冷。,sd_none,Subordination,20,390
尽管他年纪小，他有能力。,尽管他年纪小。,sd_none,Subordination,21,391
尽管她会开车，她今天没有开车。,尽管她会开车。,sd_none,Subordination,22,392
尽管题目难，学生做对了。,尽管题目难。,sd_none,Subordination,23,393
尽管作家很年轻，他写了很多作品。,尽管作家很年轻。,sd_none,Subordination,24,394
尽管经济不好，他还是关心慈善。,尽管经济不好。,sd_none,Subordination,25,395
如果天气好，我们去爬山。,如果天气好。,sd_none,Subordination,26,396
如果不努力，就没有回报。,如果不努力。,sd_none,Subordination,27,397
如果时间足够，我们可以完成。,如果时间足够。,sd_none,Subordination,28,398
如果我们照了相，我们留下了回忆。,如果我们照了相。,sd_none,Subordination,29,399
如果培养了信心，她可以实现梦想。,如果培养了信心。,sd_none,Subordination,30,400
如果他不尝试，他将失去机会。,如果他不尝试。,sd_none,Subordination,31,401
如果你来，我会准备水果。,如果你来。,sd_none,Subordination,32,402
随着 政府 发展 ， 经济 变 好 了 。,随着 政府 发展 。,sd_none,Subordination,1,403
随着 互联网 的 出现 ， 生活 质量 提高 了 。,随着 互联网 的 出现 。,sd_none,Subordination,2,404
随着 一阵 铃声 ， 火车 开 了 。,随着 一阵 铃声 。,sd_none,Subordination,3,405
随着 年龄 增长 ， 他 更 有 自信 了 。,随着 年龄 增长 。,sd_none,Subordination,4,406
随着 冬天 的 到来 ， 树木 凋零 了 。,随着 冬天 的 到来 。,sd_none,Subordination,5,407
随着 科技 发展 ， 电脑 功能 变得 更 多 了 。,随着 科技 发展 。,sd_none,Subordination,6,408
自从 见 了 他 ， 她 一直 在 写信 。,自从 见 了 他 。,sd_none,Subordination,7,409
自从 修 了 公路 ， 农村 经济 变 好 了 。,自从 修 了 公路 。,sd_none,Subordination,8,410
自从 离开 家乡 ， 她 一直 想念 父母 。,自从 离开 家乡 。,sd_none,Subordination,9,411
自从 他 开始 读书 ， 他 的 成绩 提高 了 。,自从 他 开始 读书 。,sd_none,Subordination,10,412
自从 他 获得 大奖 ， 他 不 学习 了 。,自从 他 获得 大奖 。,sd_none,Subordination,11,413
自从 她 认识 了 老师 ， 她 努力 训练 。,自从 她 认识 了 老师 。,sd_none,Subordination,12,414
自从 她 参与 了 活动 ， 她 认识 了 很多 人 。,自从 她 参与 了 活动 。,sd_none,Subordination,13,415
自从 她 学习 了 外语 ， 她 看 了 很多 电影 。,自从 她 学习 了 外语 。,sd_none,Subordination,14,416
因为 喝 了 酒 ， 他 摔 了 。,因为 喝 了 酒 。,sd_none,Subordination,15,417
因为 时间 短 ， 他 结束 了 谈话 。,因为 时间 短 。,sd_none,Subordination,16,418
因为 没有 练习 题目 ， 他 没有 成功 。,因为 没有 练习 题目 。,sd_none,Subordination,17,419
因为 疾病 ， 她 拒绝 了 演出 。,因为 疾病 。,sd_none,Subordination,18,420
因为 听 着 音乐 ， 她 错过 了 广播 。,因为 听 着 音乐 。,sd_none,Subordination,19,421
尽管 天气 冷 ， 工人 还 在 工作 。,尽管 天气 冷 。,sd_none,Subordination,20,422
尽管 他 年纪 小 ， 他 有 能力 。,尽管 他 年纪 小 。,sd_none,Subordination,21,423
尽管 她 会 开车 ， 她 今天 没有 开车 。,尽管 她 会 开车 。,sd_none,Subordination,22,424
尽管 题目 难 ， 学生 做 对 了 。,尽管 题目 难 。,sd_none,Subordination,23,425
尽管 作家 很 年轻 ， 他 写 了 很多 作品 。,尽管 作家 很 年轻 。,sd_none,Subordination,24,426
尽管 经济 不 好 ， 他 还是 关心 慈善 。,尽管 经济 不 好 。,sd_none,Subordination,25,427
如果 天气 好 ， 我们 去 公园 。,如果 天气 好 。,sd_none,Subordination,26,428
如果 不 努力 ， 就 没有 回报 。,如果 不 努力 。,sd_none,Subordination,27,429
如果 时间 足够 ， 我们 可以 完成 。,如果 时间 足够 。,sd_none,Subordination,28,430
如果 我们 照 了 相 ， 我们 留下 了 回忆 。,如果 我们 照 了 相 。,sd_none,Subordination,29,431
如果 培养 了 信心 ， 她 可以 实现 梦想 。,如果 培养 了 信心 。,sd_none,Subordination,30,432
如果 他 不 尝试 ， 他 将 失去 机会 。,如果 他 不 尝试 。,sd_none,Subordination,31,433
如果 你 来 ， 我 会 准备 水果 。,如果 你 来 。,sd_none,Subordination,32,434
那位教授写了书的内容。,那位教授写了书的作者。,vo_none,Verb_Noun,1,435
我听着奶奶的声音。,我看着奶奶的声音。,vo_none,Verb_Noun,2,436
他读了桌子上的报纸。,他读了桌子上的叉子。,vo_none,Verb_Noun,3,437
她终于实现了理想。,她终于完成了理想。,vo_none,Verb_Noun,4,438
我修理了这个电脑。,我修理了这个故事。,vo_none,Verb_Noun,5,439
他承担了我的责任。,他承担了我的爱好。,vo_none,Verb_Noun,6,440
我邀请过我的朋友。,我邀请过我的音响。,vo_none,Verb_Noun,7,441
他在学校里讲过课。,他在学校里讲过饭。,vo_none,Verb_Noun,8,442
弟弟开了父亲的车。,弟弟开了父亲的诗。,vo_none,Verb_Noun,9,443
我看过这个画面。,我听过这个画面。,vo_none,Verb_Noun,10,444
我读着商场的地图。,我听着商场的地图。,vo_none,Verb_Noun,11,445
老师拿出了他的篮子。,老师拿出了他的梦想。,vo_none,Verb_Noun,12,446
记者采访了艺术家。,记者采访了艺术品。,vo_none,Verb_Noun,13,447
他参与了战争。,他参与了医院。,vo_none,Verb_Noun,14,448
她增大了学习力度。,她增大了学习效率。,vo_none,Verb_Noun,15,449
我结束了谈话。,我结束了对方。,vo_none,Verb_Noun,16,450
他种了这些花。,他种了这些笔。,vo_none,Verb_Noun,17,451
他申请了很多工作。,他申请了很多问题。,vo_none,Verb_Noun,18,452
她吃过这种鱼。,她吃过这种水。,vo_none,Verb_Noun,19,453
母亲喝过茶。,母亲喝过饭。,vo_none,Verb_Noun,20,454
这款药缓解了症状。,这款药缓解了疾病。,vo_none,Verb_Noun,21,455
歌手演奏了歌曲的旋律。,歌手演奏了歌曲的歌词。,vo_none,Verb_Noun,22,456
他去过这个商店。,他去过这个店长。,vo_none,Verb_Noun,23,457
科学家发明了这个产品。,科学家发明了这个规律。,vo_none,Verb_Noun,24,458
母亲责备了孩子。,母亲责备了晚饭。,vo_none,Verb_Noun,25,459
孩子改正了这个习惯。,孩子改正了这个特长。,vo_none,Verb_Noun,26,460
我吸取了之前的经验。,我吸取了之前的经历。,vo_none,Verb_Noun,27,461
政府建造了公园。,政府建造了山峰。,vo_none,Verb_Noun,28,462
花园长满了草。,花园长满了水。,vo_none,Verb_Noun,29,463
雨水灌溉了田地。,雨水灌溉了大楼。,vo_none,Verb_Noun,30,464
她佩戴了首饰。,她佩戴了衣服。,vo_none,Verb_Noun,31,465
他摘了一些水果。,他摘了一些蜂蜜。,vo_none,Verb_Noun,32,466
警官解除了警报。,警官解除了出口。,vo_none,Verb_Noun,33,467
爷爷安装过机器。,爷爷安装过蔬菜。,vo_none,Verb_Noun,34,468
我听从了老师的建议。,我听从了老师的回忆。,vo_none,Verb_Noun,35,469
那 位 教授 写 了 书 的 序言 和 内容 。,那 位 教授 写 了 书 的 序言 和 作者 。,vo_para,Verb_Noun,1,470
弟弟 开 了 父亲 的 瓶子 和 车 。,弟弟 开 了 父亲 的 瓶子 和 诗 。,vo_para,Verb_Noun,2,471
他 读 了 桌子 上 的 书 和 报纸 。,他 读 了 桌子 上 的 书 和 筷子 。,vo_para,Verb_Noun,3,472
她 终于 实现 了 她 的 目标 和 理想 。,她 终于 实现 了 她 的 目标 和 任务 。,vo_para,Verb_Noun,4,473
我 修理 了 这个 电视 和 电脑 。,我 修理 了 这个 电视 和 故事 。,vo_para,Verb_Noun,5,474
他 承担 了 我 的 义务 和 责任 。,他 承担 了 我 的 义务 和 爱好 。,vo_para,Verb_Noun,6,475
我 邀请 过 我 的 老师 和 朋友 。,我 邀请 过 我 的 老师 和 音响 。,vo_para,Verb_Noun,7,476
老师 拿出 了 他 的 笔 和 篮子 。,老师 拿出 了 他 的 笔 和 梦想 。,vo_para,Verb_Noun,8,477
记者 采访 了 作家 和 艺术家 。,记者 采访 了 作家 和 艺术品 。,vo_para,Verb_Noun,9,478
他 参与 了 活动 和 战争 。,他 参与 了 活动 和 医院 。,vo_para,Verb_Noun,10,479
她 增大 了 学习 频率 和 力度 。,她 增大 了 学习 频率 和 效率 。,vo_para,Verb_Noun,11,480
我 结束 了 争吵 和 谈话 。,我 结束 了 争吵 和 对方 。,vo_para,Verb_Noun,12,481
他 种 了 这些 树 和 花 。,他 种 了 这些 树 和 笔 。,vo_para,Verb_Noun,13,482
他 申请 了 很多 学校 和 工作 。,他 申请 了 很多 学校 和 问题 。,vo_para,Verb_Noun,14,483
这 款 药 缓解 了 他 的 焦虑 和 症状 。,这 款 药 缓解 了 他 的 焦虑 和 疾病 。,vo_para,Verb_Noun,15,484
我 听 着 奶奶 的 讲述 和 声音 。,我 听 着 奶奶 的 讲述 和 面容 。,vo_para,Verb_Noun,16,485
科学家 发明 了 这个 机器 和 药品 。,科学家 发明 了 这个 机器 和 规律 。,vo_para,Verb_Noun,17,486
母亲 责备 了 父亲 和 孩子 。,母亲 责备 了 父亲 和 晚饭 。,vo_para,Verb_Noun,18,487
孩子 改正 了 这个 错误 和 习惯 。,孩子 改正 了 这个 错误 和 特长 。,vo_para,Verb_Noun,19,488
政府 建造 了 剧院 和 公园 。,政府 建造 了 剧院 和 大海 。,vo_para,Verb_Noun,20,489
我 吸取 了 之前 的 经验 和 教训 。,我 吸取 了 之前 的 经验 和 经历 。,vo_para,Verb_Noun,21,490
花园 长满 了 花 和 草 。,花园 长满 了 花 和 水 。,vo_para,Verb_Noun,22,491
雨水 灌溉 了 沙漠 和 田地 。,雨水 灌溉 了 沙漠 和 大楼 。,vo_para,Verb_Noun,23,492
我 听从 了 老师 的 批评 和 建议 。,我 听从 了 老师 的 批评 和 回忆 。,vo_para,Verb_Noun,24,493
警官 解除 了 封锁 和 警报 。,警官 解除 了 封锁 和 出口 。,vo_para,Verb_Noun,25,494
他 摘 过 一些 蔬菜 和 水果 。,他 摘 过 一些 蔬菜 和 化肥 。,vo_para,Verb_Noun,26,495
她 佩戴 过 戒指 和 耳机 。,她 佩戴 过 戒指 和 衣服 。,vo_para,Verb_Noun,27,496
他 在 学校 里 讲 过 讲座 和 课 。,他 在 学校 里 讲 过 讲座 和 饭 。,vo_para,Verb_Noun,28,497
他 去 过 仓库 和 商店 。,他 去 过 仓库 和 店长 。,vo_para,Verb_Noun,29,498
我 看 过 这些 文字 和 画面 。,我 看 过 这些 文字 和 声音 。,vo_para,Verb_Noun,30,499
爷爷 安装 过 家具 和 机器 。,爷爷 安装 过 家具 和 蔬菜 。,vo_para,Verb_Noun,31,500
她 吃 过 这 些 菜 和 鱼 。,她 吃 过 这 些 菜 和 话 。,vo_para,Verb_Noun,32,501
母亲 喝 过 咖啡 和 茶 。,母亲 喝 过 咖啡 和 纸 。,vo_para,Verb_Noun,33,502
那 位 教授 写 了 书 的 内容 。,那 位 教授 写 了 书 的 作者 。,vo_none,Verb_Noun,1,503
弟弟 开 了 父亲 的 车 。,弟弟 开 了 父亲 的 诗 。,vo_none,Verb_Noun,2,504
他 读 了 桌子 上 的 报纸 。,他 读 了 桌子 上 的 筷子 。,vo_none,Verb_Noun,3,505
她 终于 实现 了 她 的 理想 。,她 终于 实现 了 她 的 任务 。,vo_none,Verb_Noun,4,506
我 修理 了 这个 电脑 。,我 修理 了 这个 故事 。,vo_none,Verb_Noun,5,507
他 承担 了 我 的 责任 。,他 承担 了 我 的 爱好 。,vo_none,Verb_Noun,6,508
我 邀请 过 我 的 朋友 。,我 邀请 过 我 的 音响 。,vo_none,Verb_Noun,7,509
老师 拿出 了 他 的 篮子 。,老师 拿出 了 他 的 梦想 。,vo_none,Verb_Noun,8,510
记者 采访 了 艺术家 。,记者 采访 了 艺术品 。,vo_none,Verb_Noun,9,511
他 参与 了 战争 。,他 参与 了 医院 。,vo_none,Verb_Noun,10,512
她 增大 了 学习 力度 。,她 增大 了 学习 效率 。,vo_none,Verb_Noun,11,513
我 结束 了 谈话 。,我 结束 了 对方 。,vo_none,Verb_Noun,12,514
他 种 了 这些 花 。,他 种 了 这些 笔 。,vo_none,Verb_Noun,13,515
他 申请 了 很多 工作 。,他 申请 了 很多 问题 。,vo_none,Verb_Noun,14,516
这 款 药 缓解 了 他 的 症状 。,这 款 药 缓解 了 他 的 疾病 。,vo_none,Verb_Noun,15,517
我 听 着 奶奶 的 声音 。,我 听 着 奶奶 的 面容 。,vo_none,Verb_Noun,16,518
科学家 发明 了 这个 药品 。,科学家 发明 了 这个 规律 。,vo_none,Verb_Noun,17,519
母亲 责备 了 孩子 。,母亲 责备 了 晚饭 。,vo_none,Verb_Noun,18,520
孩子 改正 了 这个 习惯 。,孩子 改正 了 这个 特长 。,vo_none,Verb_Noun,19,521
政府 建造 了 公园 。,政府 建造 了 大海 。,vo_none,Verb_Noun,20,522
我 吸取 了 之前 的 教训 。,我 吸取 了 之前 的 经历 。,vo_none,Verb_Noun,21,523
花园 长满 了 草 。,花园 长满 了 水 。,vo_none,Verb_Noun,22,524
雨水 灌溉 了 田地 。,雨水 灌溉 了 大楼 。,vo_none,Verb_Noun,23,525
我 听从 了 老师 的 建议 。,我 听从 了 老师 的 回忆 。,vo_none,Verb_Noun,24,526
警官 解除 了 警报 。,警官 解除 了 出口 。,vo_none,Verb_Noun,25,527
他 摘 过 一些 水果 。,他 摘 过 一些 化肥 。,vo_none,Verb_Noun,26,528
她 佩戴 过 耳机 。,她 佩戴 过 衣服 。,vo_none,Verb_Noun,27,529
他 在 学校 里 讲 过 课 。,他 在 学校 里 讲 过 饭 。,vo_none,Verb_Noun,28,530
他 去 过 商店 。,他 去 过 店长 。,vo_none,Verb_Noun,29,531
我 看 过 这些 画面 。,我 看 过 这些 声音 。,vo_none,Verb_Noun,30,532
爷爷 安装 过 机器 。,爷爷 安装 过 蔬菜 。,vo_none,Verb_Noun,31,533
她 吃 过 这 些 鱼 。,她 吃 过 这 些 话 。,vo_none,Verb_Noun,32,534
母亲 喝 过 茶 。,母亲 喝 过 纸 。,vo_none,Verb_Noun,33,535
